Model,cond((Int)),disp((Int)),cond(scale(harvest)),cond(scale(lc_developed)),cond(scale(lc_forest)),cond(scale(lc_grassland)),cond(scale(osm_industrial)),cond(scale(pipeline_transmission_lines)),cond(scale(seismic_lines_3D)),cond(scale(seismic_lines)),cond(scale(trails)),cond(scale(wells)),df,logLik,AICc,delta,weight,Dataset,species
4000 meter buffer,-0.22283343545567372,+,-0.2049766221677897,-0.08780588357643142,-0.0885416009800406,0.30653917782149986,0.20427158182541086,-0.08643391152805398,-0.3458369850407517,-0.04041973025965734,0.22183271248924188,0.3528060159676681,12,-559.6138918865626,1144.6524413073716,0.156634631299994,0.216090557234546,osm_final_df_2021_2022,deer
4500 meter buffer,-0.22649981685379017,+,-0.23139409569353797,-0.031435450421701844,-0.09763181015286047,0.35504369902296046,0.1960369432841982,-0.14854628932374564,-0.29997180619943326,-0.04713276426621533,0.2099544302763332,0.31476466529196434,12,-559.7404899451845,1144.9056374246156,0.4098307485439818,0.190394742234078,osm_final_df_2021_2022,deer
4250 meter buffer,-0.22449012318719225,+,-0.22030347011401394,-0.06639821340602632,-0.09771188055125994,0.3257461800838528,0.19936617275588706,-0.11323151099061234,-0.3221221533611332,-0.057410958360296624,0.2130901743742105,0.33546987028289854,12,-559.8449150138874,1145.1144875620214,0.6186808859497432,0.171515636770884,osm_final_df_2021_2022,deer
3750 meter buffer,-0.21916634145595013,+,-0.17859058676889136,-0.11040299289858133,-0.09364101131320336,0.27871117606857504,0.20604548674146467,-0.0396719640920265,-0.3671571297515037,-0.03409730468136726,0.2232338137432058,0.36811564163611304,12,-560.4516069843412,1146.327871502929,1.8320648268572768,0.0935019665321164,osm_final_df_2021_2022,deer
4750 meter buffer,-0.22821685688055945,+,-0.2537553058205352,0.02221038304702665,-0.08592438160532671,0.35768241764501674,0.1891270417259923,-0.20330558757060493,-0.2724234233239954,-0.028221939792324843,0.20937159608138986,0.30114312473758487,12,-561.6082078299681,1148.6410731941828,4.145266518111157,0.0294113784881123,osm_final_df_2021_2022,deer
3500 meter buffer,-0.21730547370722716,+,-0.15909038092372033,-0.11708490582803935,-0.09228862961342921,0.265981383923848,0.20969878967464053,-0.034266879738105285,-0.3659441674900441,-0.03980813672996234,0.21630320831404948,0.370208711829724,12,-562.0941823450277,1149.6130222243019,5.117215548230206,0.01809086487479,osm_final_df_2021_2022,deer
5000 meter buffer,-0.23048805503454997,+,-0.27597319943710397,0.043026443634974515,-0.08800771180833923,0.35136994794278625,0.182275641515263,-0.2536382601915627,-0.2488776484937457,-0.02063039585491261,0.21272947992370334,0.3184518791848907,12,-562.384430307671,1150.1935181495885,5.697711473516847,0.0135333789032987,osm_final_df_2021_2022,deer
1250 meter buffer,-0.2057161293615677,+,-0.08675303584686432,-0.12635206344153577,-0.05513990773548779,0.13263971217069323,0.36656032502234376,0.036414971927169484,-0.43483740652152447,-0.07623988124688418,0.1551359466500713,0.31896400756288257,12,-562.4468992136971,1150.3184559616407,5.822649285569014,0.0127138282430609,osm_final_df_2021_2022,deer
1750 meter buffer,-0.2067685815380774,+,-0.09977419425406177,-0.17263201581809431,-0.07167219550295391,0.14085255786648299,0.32240173890004364,0.05921844031973659,-0.4230096231963317,-0.10163401881606447,0.16782175194635332,0.3486282589542335,12,-562.5916881614941,1150.6080338572347,6.112227181163007,0.0110000662042633,osm_final_df_2021_2022,deer
3250 meter buffer,-0.21167194400424008,+,-0.13329465628199466,-0.1290523604701241,-0.09846752703785039,0.25219342707781583,0.2181026546225408,-0.011204600243024996,-0.3567852444119152,-0.027832736848616257,0.2069102338113062,0.37930253408410797,12,-562.9868035295912,1151.3982645934288,6.9024579173571965,0.0074096701433712,osm_final_df_2021_2022,deer
3000 meter buffer,-0.20550965894256426,+,-0.11846276316077234,-0.120867000927349,-0.10008697639912736,0.22913745666300347,0.22725042326629588,-0.0014108949794639587,-0.3422108238017814,-0.016092526883677065,0.18994592508524688,0.38040277094307534,12,-565.0241120809939,1155.4728816962343,10.977075020162602,0.000966066479141819,osm_final_df_2021_2022,deer
2000 meter buffer,-0.20576762164266427,+,-0.10146795383089298,-0.15153275294729918,-0.07911290969321098,0.1543789925597048,0.28780434636198315,0.03922625424588775,-0.40145050518179126,-0.0949253904639714,0.16499697862939786,0.3538202952271768,12,-565.3652147124218,1156.15508695909,11.659280283018461,0.000686859678906216,osm_final_df_2021_2022,deer
2250 meter buffer,-0.2033034815577774,+,-0.11370795413639391,-0.13739338859631117,-0.08352999581697032,0.1605326843112284,0.2665276912601913,0.02014945021307763,-0.3672113667468182,-0.05274900592754888,0.17912160063765736,0.3788620026630186,12,-565.9253471008587,1157.275351735964,12.77954505989237,0.000392288536279451,osm_final_df_2021_2022,deer
2750 meter buffer,-0.20327817142705584,+,-0.10732093769250708,-0.12086955345485398,-0.09510206445245499,0.20523539315320408,0.23555253489025568,0.00363901127200214,-0.3422297398299502,-0.02910963802414417,0.18797903807943714,0.383389914359276,12,-566.0391311920042,1157.502919918255,13.007113242183323,0.000350098148627435,osm_final_df_2021_2022,deer
2500 meter buffer,-0.20433456801345928,+,-0.10765711118155104,-0.12308645533910734,-0.09080591661046314,0.18918193942992662,0.2470561262705924,0.00848368457613827,-0.34497568786966976,-0.04236589893568305,0.18781293825598222,0.369922731590405,12,-566.3868939595521,1158.1984454533508,13.702638777279162,0.000247262561056911,osm_final_df_2021_2022,deer
1000 meter buffer,-0.189595774876054,+,-0.11220104515902576,-0.016106577188627406,-0.014125595118018459,0.08257206303200972,0.33887023453294524,0.05285867300633642,-0.34212140280792613,-0.0681823882260076,0.14888925193271954,0.27620629301245403,12,-572.1279699328775,1169.6805974000015,25.184790723929837,7.94037014509339e-07,osm_final_df_2021_2022,deer
750 meter buffer,-0.17806497677782668,+,-0.07972437537533716,0.03350324194223189,-0.015874394199892058,0.05410519830038648,0.3299672139615498,0.09892752983166014,-0.2814914079992389,-0.014565649591955112,0.08956160658444436,0.25604451253686056,12,-583.5891989604207,1192.603055455088,48.107248779016345,8.36165462672225e-12,osm_final_df_2021_2022,deer
500 meter buffer,-0.18294972829912917,+,-0.011198630509351689,0.019784090713946628,-0.056135577094893245,0.05070313429337435,0.3135972808619195,0.11668259852195977,-0.26445863807693,0.03644964907816415,0.10641335180083382,0.24463999726187277,12,-588.8825951430093,1203.1898478202652,58.694041144193534,4.20145264256704e-14,osm_final_df_2021_2022,deer
250 meter buffer,-0.18441075761179965,+,0.040145014450131376,-0.004756961169687148,-0.11237215336308262,0.026772142236300457,0.21713823239053906,0.09355139137711449,-0.21631161038715396,-0.028926131550584086,0.194928004348819,0.061527845194360435,12,-595.6260500731023,1216.6767576804511,72.1809510043795,4.9516986615264e-17,osm_final_df_2021_2022,deer
